,workclass
11647, Local-gov
11648, Federal-gov
11649, Private
11650, Private
11651, Private
11652, Self-emp-inc
11653, Private
11654, Private
11655, Federal-gov
11656, Private
11657, Private
11658, ?
11659, Private
11660, Federal-gov
11661, State-gov
11662, Federal-gov
11663, Private
11664, Private
11665, Private
11666, Private
11667, Private
11668, Private
11669, Private
11670, Private
11671, Private
11672, Private
11673, Private
11674, Private
11675, Self-emp-inc
11676, Private
11677, Private
11678, Self-emp-not-inc
11679, Private
11680, Self-emp-not-inc
11681, Private
11682, Private
11683, Self-emp-not-inc
11684, State-gov
11685, Private
11686, Self-emp-inc
11687, Self-emp-not-inc
11688, ?
11689, Private
11690, Private
11691, ?
11692, Private
11693, State-gov
11694, Private
11695, Federal-gov
11696, Private
11697, Private
11698, Private
11699, Private
11700, Private
11701, Self-emp-inc
11702, Private
11703, Private
11704, Private
11705, Private
11706, Private
11707, Private
11708, Private
11709, State-gov
11710, Self-emp-not-inc
11711, Private
11712, Private
11713, ?
11714, Private
11715, Private
11716, Private
11717, Private
11718, Private
11719, Private
11720, Private
11721, Private
11722, State-gov
11723, Self-emp-inc
11724, Federal-gov
11725, Private
11726, Private
11727, Private
11728, Private
11729, Private
11730, Private
11731, ?
11732, ?
11733, Private
11734, ?
11735, Private
11736, Private
11737, Private
11738, Local-gov
11739, Local-gov
11740, Private
11741, Private
11742, State-gov
11743, Private
11744, Local-gov
11745, Private
11746, Self-emp-not-inc
11747, Federal-gov
11748, Private
11749, Private
11750, Self-emp-inc
11751, Private
11752, Private
11753, Private
11754, Private
11755, Private
11756, Private
11757, State-gov
11758, Self-emp-inc
11759, Private
11760, Private
11761, Local-gov
11762, Private
11763, Private
11764, Private
11765, Private
11766, Private
11767, State-gov
11768, ?
11769, Private
11770, ?
11771, Private
11772, Private
11773, ?
11774, State-gov
11775, Private
11776, Private
11777, State-gov
11778, Private
11779, Private
11780, State-gov
11781, Local-gov
11782, Local-gov
11783, Private
11784, State-gov
11785, Private
11786, Private
11787, Private
11788, Private
11789, Private
11790, Self-emp-not-inc
11791, Private
11792, Federal-gov
11793, ?
11794, Private
11795, Private
11796, Private
11797, Private
11798, Self-emp-inc
11799, Private
11800, Self-emp-inc
11801, Private
11802, Private
11803, Local-gov
11804, Private
11805, Private
11806, Private
11807, Local-gov
11808, Private
11809, Private
11810, Private
11811, Private
11812, Private
11813, Private
11814, Self-emp-not-inc
11815, Private
11816, State-gov
11817, Private
11818, State-gov
11819, Self-emp-inc
11820, Local-gov
11821, Private
11822, Private
11823, Private
11824, Local-gov
11825, Private
11826, State-gov
11827, Private
11828, Private
11829, Local-gov
11830, Private
11831, Private
11832, Private
11833, Private
11834, Local-gov
11835, Private
11836, Federal-gov
11837, Self-emp-not-inc
11838, Private
11839, Private
11840, Private
11841, Private
11842, Private
11843, Private
11844, Private
11845, Private
11846, Private
11847, Local-gov
11848, Local-gov
11849, Private
11850, State-gov
11851, ?
11852, Self-emp-not-inc
11853, Private
11854, Local-gov
11855, Private
11856, Private
11857, Private
11858, Private
11859, Private
11860, Private
11861, State-gov
11862, Private
11863, Private
11864, ?
11865, Private
11866, Private
11867, Private
11868, State-gov
11869, Private
11870, Private
11871, Private
11872, Private
11873, Private
11874, Private
11875, Self-emp-not-inc
11876, Private
11877, Private
11878, Private
11879, Private
11880, Private
11881, Private
11882, Private
11883, Private
11884, Private
11885, Private
11886, Federal-gov
11887, Private
11888, Federal-gov
11889, Private
11890, Self-emp-inc
11891, Private
11892, Private
11893, Private
11894, Private
11895, Private
11896, Local-gov
11897, Private
11898, Private
11899, Private
11900, Private
11901, Private
11902, Private
11903, Private
11904, Private
11905, Private
11906, Local-gov
11907, Private
11908, Private
11909, Private
11910, Self-emp-not-inc
11911, Private
11912, Private
11913, Private
11914, Private
11915, Private
11916, State-gov
11917, Private
11918, Private
11919, Private
11920, State-gov
11921, Private
11922, Private
11923, Private
11924, Self-emp-inc
11925, Private
11926, Private
11927, Local-gov
11928, Private
11929, Private
11930, Private
11931, Private
11932, Private
11933, Federal-gov
11934, Private
11935, State-gov
11936, Self-emp-inc
11937, Private
11938, ?
11939, State-gov
11940, Private
11941, Self-emp-inc
11942, Private
11943, Local-gov
11944, Self-emp-not-inc
11945, Private
11946, Private
11947, State-gov
11948, Private
11949, Private
11950, Private
11951, Private
11952, Self-emp-not-inc
11953, Private
11954, Private
11955, Self-emp-inc
11956, Self-emp-not-inc
11957, Private
11958, Private
11959, Private
11960, Private
11961, Self-emp-not-inc
11962, Federal-gov
11963, Private
11964, Self-emp-inc
11965, Private
11966, Private
11967, Private
11968, Private
11969, Private
11970, Private
11971, Private
11972, Private
11973, Local-gov
11974, Private
11975, Local-gov
11976, Private
11977, Local-gov
11978, State-gov
11979, Private
11980, Private
11981, Private
11982, Private
11983, Private
11984, Local-gov
11985, Local-gov
11986, Private
11987, Private
11988, Self-emp-not-inc
11989, Private
11990, Private
11991, Private
11992, Private
11993, Local-gov
11994, Private
11995, Private
11996, Private
11997, Private
11998, Private
11999, Local-gov
12000, Self-emp-not-inc
12001, Private
12002, Private
12003, Private
12004, Private
12005, Local-gov
12006, Local-gov
12007, ?
12008, ?
12009, Private
12010, State-gov
12011, Private
12012, Federal-gov
12013, Private
12014, Local-gov
12015, Private
12016, Self-emp-inc
12017, Local-gov
12018, Private
12019, Private
12020, ?
12021, Self-emp-not-inc
12022, Private
12023, Private
12024, Private
12025, Private
12026, Private
12027, State-gov
12028, Private
12029, ?
12030, Private
12031, Private
12032, Private
12033, Private
12034, Private
12035, Self-emp-not-inc
12036, Private
12037, Federal-gov
12038, Private
12039, Private
12040, Private
12041, Private
12042, Self-emp-not-inc
12043, Private
12044, Private
12045, Private
12046, Private
12047, Private
12048, Private
12049, Federal-gov
12050, Private
12051, Private
12052, State-gov
12053, Private
12054, Local-gov
12055, State-gov
12056, Private
12057, Private
12058, Self-emp-not-inc
12059, Local-gov
12060, Private
12061, Private
12062, Private
12063, Private
12064, Self-emp-inc
12065, Private
12066, Self-emp-inc
12067, Private
12068, ?
12069, Private
12070, Private
12071, Federal-gov
12072, Private
12073, State-gov
12074, Self-emp-inc
12075, Private
12076, Private
12077, Private
12078, Private
12079, Private
12080, Private
12081, Private
12082, Private
12083, Private
12084, State-gov
12085, Private
12086, Private
12087, Private
12088, Private
12089, State-gov
12090, Self-emp-not-inc
12091, Private
12092, Private
12093, ?
12094, Private
12095, Private
12096, Private
12097, Private
12098, ?
12099, Private
12100, Private
12101, Private
12102, Private
12103, Local-gov
12104, Private
12105, Private
12106, State-gov
12107, Federal-gov
12108, Private
12109, Private
12110, Private
12111, Private
12112, Federal-gov
12113, Private
12114, Private
12115, Private
12116, Private
12117, Local-gov
12118, Private
12119, Self-emp-not-inc
12120, Private
12121, Self-emp-not-inc
12122, Private
12123, Private
12124, Private
12125, Private
12126, Private
12127, Private
12128, Self-emp-inc
12129, Private
12130, ?
12131, Private
12132, Private
12133, Self-emp-not-inc
12134, State-gov
12135, Private
12136, Private
12137, Private
12138, Local-gov
12139, Private
12140, Private
12141, Self-emp-inc
12142, Private
12143, Private
12144, Private
12145, Private
12146, Private
12147, Private
12148, Private
12149, Private
12150, Private
12151, Private
12152, Private
12153, ?
12154, Private
12155, Private
12156, Local-gov
12157, Private
12158, Private
12159, Self-emp-inc
12160, Private
12161, ?
12162, Private
12163, Local-gov
12164, Private
12165, Self-emp-not-inc
12166, Private
12167, Private
12168, Federal-gov
12169, Local-gov
12170, Private
12171, Private
12172, Private
12173, Local-gov
12174, State-gov
12175, ?
12176, Private
12177, Private
12178, Private
12179, Private
12180, Private
12181, Private
12182, Private
12183, Local-gov
12184, Private
12185, Self-emp-not-inc
12186, Private
12187, Private
12188, Private
12189, Private
12190, Private
12191, Self-emp-not-inc
12192, Self-emp-not-inc
12193, Self-emp-inc
12194, Private
12195, Private
12196, Private
12197, Self-emp-not-inc
12198, ?
12199, Private
12200, Self-emp-not-inc
12201, Private
12202, Private
12203, Private
12204, Federal-gov
12205, Private
12206, Self-emp-not-inc
12207, Private
12208, Private
12209, Self-emp-not-inc
12210, Private
12211, Private
12212, Local-gov
12213, ?
12214, ?
12215, Self-emp-not-inc
12216, Federal-gov
12217, Private
12218, ?
12219, Private
12220, Local-gov
12221, Federal-gov
12222, Self-emp-not-inc
12223, Private
12224, Local-gov
12225, Private
12226, Self-emp-not-inc
12227, Private
12228, Private
12229, Private
12230, Private
12231, Private
12232, Private
12233, State-gov
12234, Private
12235, Private
12236, Private
12237, Private
12238, State-gov
12239, Private
12240, State-gov
12241, Private
12242, State-gov
12243, Private
12244, Private
12245, Private
12246, Private
12247, Private
12248, Federal-gov
12249, Local-gov
12250, Private
12251, Private
12252, Private
12253, ?
12254, Private
12255, State-gov
12256, Private
12257, Private
12258, Private
12259, Private
12260, Private
12261, Private
12262, Private
12263, Private
12264, Private
12265, Private
12266, Private
12267, Private
12268, State-gov
12269, Private
12270, Private
12271, Private
12272, Private
12273, Private
12274, Private
12275, Private
12276, Private
12277, Private
12278, Private
12279, Local-gov
12280, Private
12281, Private
12282, Private
12283, Local-gov
12284, Private
12285, Private
12286, Private
12287, Private
12288, State-gov
12289, Self-emp-not-inc
12290, Private
12291, Private
12292, Private
12293, Self-emp-inc
12294, Private
12295, Private
12296, Self-emp-not-inc
12297, Private
12298, Private
12299, ?
12300, Local-gov
12301, Private
12302, Self-emp-not-inc
12303, Private
12304, Private
12305, Private
12306, Private
12307, Private
12308, Private
12309, Private
12310, Private
12311, Private
12312, Private
12313, Private
12314, Local-gov
12315, Private
12316, Self-emp-not-inc
12317, Private
12318, Private
12319, Private
12320, Private
12321, Private
12322, Private
12323, Federal-gov
12324, Private
12325, Private
12326, ?
12327, Private
12328, State-gov
12329, Private
12330, Self-emp-not-inc
12331, Private
12332, Private
12333, Private
12334, ?
12335, Private
12336, Private
12337, Private
12338, State-gov
12339, Local-gov
12340, Private
12341, Private
12342, Private
12343, Private
12344, Private
12345, Private
12346, Federal-gov
12347, Private
12348, Private
12349, Private
12350, Private
12351, ?
12352, Private
12353, Private
12354, Local-gov
12355, Self-emp-not-inc
12356, Self-emp-not-inc
12357, Private
12358, Private
12359, Federal-gov
12360, Private
12361, Self-emp-not-inc
12362, State-gov
12363, Local-gov
12364, Self-emp-not-inc
12365, Self-emp-not-inc
12366, Private
12367, Private
12368, Private
12369, Self-emp-not-inc
12370, Self-emp-inc
12371, Private
12372, Private
12373, ?
12374, Private
12375, Private
12376, Private
12377, ?
12378, Self-emp-not-inc
12379, Private
12380, Private
12381, State-gov
12382, Private
12383, Private
12384, Private
12385, Federal-gov
12386, Local-gov
12387, Private
12388, Private
12389, Private
12390, Private
12391, Local-gov
12392, Private
12393, Private
12394, State-gov
12395, Private
12396, Private
12397, Private
12398, Local-gov
12399, Private
12400, Private
12401, Private
12402, Private
12403, Private
12404, Private
12405, ?
12406, Self-emp-not-inc
12407, State-gov
12408, Private
12409, Private
12410, Private
12411, ?
12412, Local-gov
12413, Private
12414, Private
12415, Private
12416, Private
12417, Private
12418, Private
12419, Private
12420, Self-emp-not-inc
12421, Private
12422, Private
12423, Self-emp-inc
12424, Private
12425, Private
12426, Private
12427, Private
12428, ?
12429, Private
12430, Private
12431, Private
12432, Private
12433, Private
12434, Private
12435, Federal-gov
12436, Private
12437, Private
12438, ?
12439, Self-emp-inc
12440, Self-emp-not-inc
12441, Self-emp-not-inc
12442, Private
12443, Private
12444, Private
12445, Private
12446, Self-emp-inc
12447, Private
12448, Private
12449, Private
12450, Self-emp-not-inc
12451, ?
12452, Self-emp-not-inc
12453, Private
12454, Private
12455, Private
12456, Private
12457, Private
12458, Private
12459, Private
12460, Private
12461, Private
12462, Self-emp-not-inc
12463, Private
12464, Private
12465, Private
12466, Private
12467, Private
12468, Private
12469, Private
12470, Local-gov
12471, Private
12472, Private
12473, Private
12474, Private
12475, Federal-gov
12476, Private
12477, Private
12478, State-gov
12479, State-gov
12480, Private
12481, Private
12482, Private
12483, Private
12484, State-gov
12485, Private
12486, Private
12487, Private
12488, Private
12489, Private
12490, Private
12491, ?
12492, ?
12493, Private
12494, Private
12495, Private
12496, Private
12497, Self-emp-not-inc
12498, Self-emp-not-inc
12499, Private
12500, Private
12501, Private
12502, Federal-gov
12503, Private
12504, Private
12505, Private
12506, Local-gov
12507, Private
12508, Self-emp-inc
12509, Private
12510, Private
12511, Private
12512, Private
12513, Private
12514, Private
12515, Private
12516, Private
12517, Private
12518, Private
12519, Private
12520, Private
12521, Private
12522, Private
12523, Private
12524, Self-emp-not-inc
12525, Self-emp-not-inc
12526, State-gov
12527, Private
12528, Private
12529, Private
12530, Private
12531, Private
12532, Private
12533, Self-emp-not-inc
12534, State-gov
12535, Private
12536, Private
12537, Private
12538, Self-emp-not-inc
12539, Private
12540, Private
12541, Private
12542, Local-gov
12543, ?
12544, Local-gov
12545, Private
12546, Private
12547, Local-gov
12548, Private
12549, Private
12550, Private
12551, Private
12552, Private
12553, ?
12554, Private
12555, Private
12556, Private
12557, Private
12558, Private
12559, Self-emp-not-inc
12560, Private
12561, Private
